estado;cidade;populacao;pib;pib_percapita
AMAZONAS;Tonantins;20286;67153.0078125;3310.31005859
RIO GRANDE DO NORTE;Canguaretama;30541;144216.40625;4722.06005859
SANTA CATARINA;Biguaçu;56395;1205661.0;21378.859375
BAHIA;Lafaiete Coutinho;3502;17013.38867188;4858.18994141
MINAS GERAIS;José Raydan;4412;24955.75195312;5656.33984375
MINAS GERAIS;Maripá de Minas;2981;19717.74804688;6614.47021484
RORAIMA;Alto Alegre;14205;141954.3125;9993.25976562
PIAUI;Cajazeiras do Piauí;3323;10104.80957031;3040.87011719
SANTA CATARINA;Tubarão;96529;1591460.375;16486.859375
SAO PAULO;União Paulista;1522;35924.9140625;23603.75
RIO GRANDE DO SUL;Canela;41115;370663.5625;9015.29003906
MINAS GERAIS;Divisa Nova;5828;44721.078125;7673.49023438
PARANA;Paraíso do Norte;11939;102151.6015625;8556.12988281
MINAS GERAIS;Oliveira;39214;342731.84375;8740.04003906
BAHIA;Taperoá;19388;80988.609375;4177.25
SAO PAULO;Ipuã;15883;204742.140625;12890.65039062
PARANA;Cândido de Abreu;18100;182986.6875;10109.75976562
GOIAS;Cristalina;38504;901832.5;23421.7890625
RIO GRANDE DO NORTE;Macaíba;66380;708533.8125;10673.91015625
BAHIA;Santa Luzia;15613;51422.97265625;3293.60009766
PARANA;São Miguel do Iguaçu;26451;452659.625;17113.140625
RIO GRANDE DO NORTE;Major Sales;3631;15742.34960938;4335.54003906
MINAS GERAIS;Estiva;11426;97946.8125;8572.28027344
MINAS GERAIS;Bandeira do Sul;5330;31063.99609375;5828.14013672
SAO PAULO;Cosmorama;7033;86788.875;12340.24023438
SERGIPE;Feira Nova;5875;32150.49804688;5472.43017578
SANTA CATARINA;Penha;22263;252274.234375;11331.54980469
ACRE;Santa Rosa do Purus;4358;28091.17382812;6445.89013672
SAO PAULO;Mirassolândia;4396;34264.3203125;7794.43017578
PIAUI;Currais;4710;34505.06640625;7325.91992188
TOCANTINS;Monte do Carmo;6723;88327.65625;13138.12988281
GOIAS;Palestina de Goiás;3317;42713.81640625;12877.24023438
MINAS GERAIS;Marmelópolis;3156;19299.72265625;6115.25
PARANA;Santo Antônio da Platina;42002;426821.1875;10161.9296875
RIO GRANDE DO SUL;Fazenda Vilanova;3248;148094.75;45595.671875
PERNAMBUCO;Ribeirão;39317;211137.0625;5370.12011719
PARANA;Cambé;97329;1529310.625;15712.79980469
CEARA;Uruoca;13820;41727.48046875;3019.35009766
SANTA CATARINA;Vargeão;3685;61478.05078125;16683.3203125
SAO PAULO;São Miguel Arcanjo;31329;371031.375;11843.0703125
ESPIRITO SANTO;Cachoeiro de Itapemirim;201259;2399003.25;11919.98046875
RIO GRANDE DO SUL;São Martinho;5910;78099.75;13214.84960938
GOIAS;São Miguel do Araguaia;23142;217922.734375;9416.75976562
MINAS GERAIS;Tarumirim;14585;75479.171875;5175.12011719
SAO PAULO;Bocaina;11028;175754.640625;15937.12988281
PARANA;Uraí;11774;108368.859375;9204.08007812
RIO GRANDE DO NORTE;Doutor Severiano;6616;26936.34179688;4071.38989258
MATO GROSSO DO SUL;Naviraí;45627;693041.5625;15189.29003906
SAO PAULO;Atibaia;126757;2625614.75;20713.76953125
MINAS GERAIS;Mamonas;6485;25831.9375;3983.34008789
PIAUI;São Francisco do Piauí;6461;20146.16015625;3118.12011719
RIO GRANDE DO SUL;Vila Maria;4299;109764.3515625;25532.52929688
PIAUI;Francinópolis;5458;17245.60742188;3159.68994141
BAHIA;Conceição do Coité;62893;292867.1875;4656.58984375
BAHIA;Biritinga;14260;53547.6875;3755.10009766
ESPIRITO SANTO;Conceição da Barra;27059;401526.25;14838.91992188
BAHIA;Ibipeba;17666;58437.6796875;3307.91992188
GOIAS;Joviânia;6914;82713.7421875;11963.23046875
PARAIBA;Campina Grande;383764;3894133.5;10147.20996094
BAHIA;Anagé;25262;74545.8046875;2950.90991211
BAHIA;Irecê;66061;415895.0;6295.62011719
BAHIA;Medeiros Neto;22752;148739.390625;6537.41992188
PIAUI;Ilha Grande;8734;34292.40625;3926.31005859
SAO PAULO;Boracéia;4439;89564.65625;20176.76953125
BAHIA;Planalto;22151;110698.2578125;4997.43994141
GOIAS;Ipiranga de Goiás;2906;26288.5234375;9046.29003906
MINAS GERAIS;Baldim;8582;67873.515625;7908.81982422
SAO PAULO;Praia Grande;249551;2780735.25;11142.95019531
GOIAS;Marzagão;2157;21822.19921875;10116.91992188
PARA;Porto de Moz;28091;76142.9296875;2710.58007812
MATO GROSSO DO SUL;Costa Rica;19228;414671.5;21566.01953125
PIAUI;Alvorada do Gurguéia;5209;27634.43945312;5305.12988281
SAO PAULO;Jardinópolis;37471;487728.96875;13016.16992188
PARANA;Presidente Castelo Branco;4934;39173.65234375;7939.52978516
PARANA;Curitiba;1851215;45762420.0;24720.2109375
SAO PAULO;Estrela d'Oeste;9042;428017.0;47336.5390625
MINAS GERAIS;São Joaquim de Bicas;23986;308069.5;12843.71972656
RIO GRANDE DO SUL;Coxilha;2997;79944.40625;26674.81054688
MINAS GERAIS;Icaraí de Minas;10934;44507.5625;4070.57006836
SAO PAULO;Rubiácea;2661;57313.17578125;21538.2109375
SANTA CATARINA;Passos Maia;4555;60104.18359375;13195.20996094
RIO DE JANEIRO;Cambuci;14770;168745.65625;11424.88964844
BAHIA;Salinas da Margarida;14194;62426.8046875;4398.10986328
ALAGOAS;Olivença;10865;33409.52734375;3074.9699707
RIO GRANDE DO SUL;Chapada;9673;190121.703125;19654.88085938
TOCANTINS;Porto Alegre do Tocantins;2968;15878.50195312;5349.89990234
BAHIA;Capim Grosso;27158;121918.3125;4489.22021484
MATO GROSSO;Vale de São Domingos;2955;32239.96875;10910.30957031
SAO PAULO;Valparaíso;22514;327024.03125;14525.36035156
MINAS GERAIS;Santana do Jacaré;4716;34777.21484375;7374.29980469
SAO PAULO;Agudos;36188;753584.625;20824.16015625
PIAUI;Nossa Senhora dos Remédios;8378;23638.20117188;2821.45996094
BAHIA;Juazeiro;243896;1745979.625;7158.70996094
MINAS GERAIS;Lamim;3654;16759.16015625;4586.52001953
BAHIA;Dom Basílio;11620;84668.9140625;7286.47998047
MINAS GERAIS;Periquito;7161;42513.58984375;5936.81982422
RIO GRANDE DO SUL;São Lourenço do Sul;43388;528960.375;12191.40039062
PARAIBA;Cuité de Mamanguape;6737;40357.0546875;5990.35986328
SAO PAULO;Tupi Paulista;14389;151365.1875;10519.50976562
RIO GRANDE DO SUL;Serafina Corrêa;14733;328562.90625;22301.15039062
SANTA CATARINA;Laguna;51691;442331.40625;8557.21972656
GOIAS;Teresina de Goiás;2915;14530.07128906;4984.58984375
SAO PAULO;Caiabu;4131;32694.49609375;7914.43017578
PARAIBA;Marizópolis;6457;23577.13867188;3651.40991211
TOCANTINS;Fortaleza do Tabocão;2149;67903.1875;31597.58007812
RIO GRANDE DO NORTE;São Miguel;23593;99753.359375;4228.08984375
RIO GRANDE DO NORTE;Augusto Severo;9203;39951.48046875;4341.14013672
MATO GROSSO DO SUL;Laguna Carapã;6031;114866.703125;19046.05078125
MARANHAO;São Luís;997098;15337347.0;15381.99023438
MINAS GERAIS;São Sebastião do Maranhão;12099;43979.26953125;3634.94995117
TOCANTINS;São Sebastião do Tocantins;4441;19921.65429688;4485.85009766
MATO GROSSO DO SUL;Mundo Novo;16506;175220.859375;10615.58984375
PARANA;Tibagi;19421;324484.21875;16707.91015625
SAO PAULO;Itatinga;19085;226146.0625;11849.41015625
SAO PAULO;Ribeirão Grande;6992;82653.4609375;11821.15039062
MARANHAO;Sucupira do Riachão;4869;15975.88769531;3281.13989258
RIO GRANDE DO NORTE;Alexandria;14151;61343.26953125;4334.91015625
MATO GROSSO;Jauru;10748;125273.625;11655.53027344
BAHIA;Saúde;12355;41634.6484375;3369.86010742
MINAS GERAIS;Pai Pedro;6217;26079.7265625;4194.91015625
SAO PAULO;Echaporã;6239;75944.7265625;12172.58007812
MATO GROSSO;Nova Lacerda;5252;73640.671875;14021.45019531
SAO PAULO;Ibirá;11141;110655.3046875;9932.25976562
SANTA CATARINA;Sangão;11121;127265.7109375;11443.73046875
PARAIBA;Queimadas;40323;194858.921875;4832.45019531
RIO GRANDE DO SUL;Paraí;6979;130695.2578125;18726.9296875
RIO GRANDE DO SUL;Vale Real;5031;48317.95703125;9604.04980469
PARAIBA;Alagoinha;13470;48926.3515625;3632.25
BAHIA;Caraíbas;10495;32104.37109375;3059.02001953
BAHIA;Laje;22180;128748.09375;5804.68994141
MINAS GERAIS;Campestre;20854;193952.3125;9300.48046875
RIO GRANDE DO SUL;Palmitinho;7134;75226.9296875;10544.84960938
RONDONIA;Rolim de Moura;50499;520219.5625;10301.58007812
RIO DE JANEIRO;Valença;75819;756277.1875;9974.76953125
GOIAS;Campinaçu;3908;29268.20703125;7489.31005859
SANTA CATARINA;Itapema;36629;498226.28125;13601.95996094
RIO GRANDE DO SUL;Santana da Boa Vista;8891;83511.515625;9392.80957031
RIO GRANDE DO SUL;Sede Nova;2996;42928.94140625;14328.75
ESPIRITO SANTO;Brejetuba;11097;112031.0859375;10095.62011719
RIO GRANDE DO NORTE;Francisco Dantas;3008;14319.33789062;4760.41992188
RIO GRANDE DO SUL;Gramado Xavier;4124;42941.70703125;10412.63964844
SAO PAULO;Itupeva;42458;1736231.125;40892.91015625
PARANA;Nova Tebas;8283;54613.16796875;6593.39990234
PARANA;Santo Antônio do Caiuá;2733;26489.55859375;9692.48046875
SANTA CATARINA;Pedras Grandes;4515;66016.4921875;14621.58984375
MINAS GERAIS;Berilo;13717;55482.6015625;4044.81005859
SAO PAULO;Penápolis;59597;890737.9375;14946.01953125
MATO GROSSO;Várzea Grande;240038;3000096.0;12498.41992188
GOIAS;Itapuranga;25170;192856.984375;7662.18017578
CEARA;Carnaubal;16755;65062.3125;3883.15991211
RIO GRANDE DO NORTE;Santana do Seridó;2858;15413.375;5393.06005859
BAHIA;Lajedinho;4468;19471.34375;4357.95996094
PARANA;Cantagalo;12733;112364.609375;8824.6796875
ALAGOAS;Barra de Santo Antônio;14435;53292.31640625;3691.87988281
RIO GRANDE DO NORTE;São Rafael;8357;39029.37890625;4670.25976562
GOIAS;Mundo Novo;6787;56638.41796875;8345.12988281
PIAUI;São José do Divino;5217;20682.10351562;3964.37011719
RIO GRANDE DO SUL;Vacaria;62831;926080.9375;14739.24023438
PERNAMBUCO;Itapissuma;24406;558914.875;22900.72070312
MINAS GERAIS;Juvenília;6321;28661.23828125;4534.29003906
MARANHAO;Presidente Vargas;10191;33425.34375;3279.88989258
PARAIBA;Natuba;10495;45638.9375;4348.64013672
RIO GRANDE DO SUL;Fortaleza dos Valos;4635;123020.5;26541.640625
RONDONIA;Teixeirópolis;5010;54467.28515625;10871.70996094
ESPIRITO SANTO;Marechal Floriano;13302;184262.125;13852.20996094
RIO GRANDE DO SUL;Antônio Prado;14274;234290.609375;16413.80078125
RIO GRANDE DO SUL;Carazinho;60388;919009.875;15218.41992188
PARAIBA;Riacho dos Cavalos;8301;29296.59179688;3529.2800293
CEARA;Potiretama;6891;25400.77148438;3686.08007812
SAO PAULO;João Ramalho;4344;51556.1796875;11868.37011719
PARANA;Vitorino;6531;146640.046875;22452.91992188
PIAUI;São Pedro do Piauí;13544;48489.2109375;3580.12011719
PARAIBA;Algodão de Jandaíra;2425;11251.95605469;4639.97998047
PARANA;Marmeleiro;13463;133879.640625;9944.25976562
SANTA CATARINA;Celso Ramos;2720;32284.01757812;11869.12011719
CEARA;Tabuleiro do Norte;29576;137984.875;4665.43017578
SANTA CATARINA;Treze Tílias;6004;316423.46875;52702.109375
MARANHAO;Bom Jesus das Selvas;25473;121741.4453125;4779.22998047
GOIAS;Goianápolis;11663;60013.33984375;5145.62011719
SANTA CATARINA;Botuverá;4345;80997.3125;18641.5
BAHIA;Quijingue;28143;92821.9609375;3298.22998047
MINAS GERAIS;Miradouro;10648;148854.140625;13979.54003906
SANTA CATARINA;Vidal Ramos;6112;109334.2265625;17888.44921875
MINAS GERAIS;Ubá;99708;1088261.375;10914.48046875
ALAGOAS;Boca da Mata;26030;152409.21875;5855.14013672
PARAIBA;Boa Ventura;5905;21960.3359375;3718.93994141
MINAS GERAIS;Pains;8476;127580.828125;15052.00976562
SANTA CATARINA;São João Batista;24419;343808.21875;14079.54003906
GOIAS;Pontalina;16687;172800.28125;10355.37988281
AMAZONAS;Boca do Acre;31221;149755.40625;4796.62011719
PIAUI;Porto;11941;32157.57226562;2693.04003906
BAHIA;Jucuruçu;10516;64516.0703125;6135.04003906
MINAS GERAIS;Carangola;33182;236816.796875;7136.91015625
MINAS GERAIS;Campos Altos;13719;186775.015625;13614.33007812
RIO GRANDE DO SUL;Lajeado;72208;1810064.5;25067.36914062
MINAS GERAIS;Bom Jardim de Minas;6657;45720.21484375;6867.99023438
ALAGOAS;Porto Calvo;26044;131020.25;5030.72998047
PARAIBA;Junco do Seridó;6731;25847.86132812;3840.12011719
SAO PAULO;Cubatão;129582;5786553.0;44655.53125
SAO PAULO;Peruíbe;57686;614539.25;10653.1796875
PARANA;Cruzeiro do Oeste;20856;275256.84375;13197.96972656
MATO GROSSO DO SUL;Rio Brilhante;27903;600119.8125;21507.359375
PARA;Igarapé-Açu;35241;106980.84375;3035.68994141
SAO PAULO;Natividade da Serra;7674;45157.06640625;5884.41992188
SANTA CATARINA;Grão Pará;6278;114630.8203125;18259.13085938
SANTA CATARINA;Quilombo;11259;229696.15625;20401.11914062
RIO GRANDE DO NORTE;Várzea;5475;22491.91796875;4108.10986328
RIO GRANDE DO SUL;Rolante;20306;218809.78125;10775.62011719
PARA;Ourilândia do Norte;21327;218164.859375;10229.50976562
TOCANTINS;Conceição do Tocantins;4541;25153.91992188;5539.29003906
ESPIRITO SANTO;São José do Calçado;10965;72256.3984375;6589.72998047
SANTA CATARINA;Santa Rosa do Sul;8241;85683.1484375;10397.1796875
RIO GRANDE DO SUL;Três Passos;23911;350329.9375;14651.41015625
SAO PAULO;Ribeirão do Sul;4663;56512.4609375;12119.33007812
GOIAS;Padre Bernardo;28012;160105.703125;5715.60986328
SAO PAULO;Nova Guataporanga;2184;15150.56835938;6937.06982422
MINAS GERAIS;São Sebastião da Vargem Alegre;2877;26006.234375;9039.36035156
CEARA;Farias Brito;19605;64205.171875;3274.93994141
MATO GROSSO;Reserva do Cabaçal;2598;23329.37109375;8979.74023438
PARA;Nova Ipixuna;15097;53906.359375;3570.66992188
SANTA CATARINA;Cocal do Sul;15229;312452.71875;20516.9609375
MATO GROSSO;Rosário Oeste;18497;203422.328125;10997.58007812
MARANHAO;Primeira Cruz;12493;32579.3203125;2607.81005859
MINAS GERAIS;Bonfinópolis de Minas;5869;98593.671875;16799.06054688
MINAS GERAIS;Esmeraldas;59408;291246.0;4902.47021484
BAHIA;Ubatã;26355;101273.8515625;3842.67993164
RIO GRANDE DO SUL;Vale Verde;3392;50805.16015625;14977.94042969
TOCANTINS;Tupirama;1474;34883.89453125;23666.140625
SAO PAULO;Araçoiaba da Serra;26626;259788.671875;9756.95019531
MINAS GERAIS;Manhumirim;20934;211587.421875;10107.36035156
RIO GRANDE DO SUL;São Nicolau;5959;54939.72265625;9219.62011719
SERGIPE;Muribeca;7466;42030.453125;5629.58007812
GOIAS;Palminópolis;3761;38439.57421875;10220.5703125
PARANA;Mato Rico;4205;26970.328125;6413.87011719
SANTA CATARINA;Praia Grande;7318;79492.6875;10862.62988281
MINAS GERAIS;Carneirinho;9143;168376.484375;18415.890625
PARAIBA;Areial;6441;23932.7890625;3715.68994141
PARANA;Cafezal do Sul;4313;34552.42578125;8011.22998047
PARANA;Umuarama;99606;1252597.625;12575.51953125
PARANA;Iporã;15227;158137.84375;10385.36035156
PARAIBA;São José de Piranhas;19566;80626.984375;4120.77001953
GOIAS;Faina;7020;58360.9765625;8313.53027344
BAHIA;Teixeira de Freitas;125430;1051444.375;8382.71972656
SANTA CATARINA;São Bonifácio;3274;33398.140625;10201.01953125
MINAS GERAIS;Santa Maria de Itabira;10821;70246.2734375;6491.66015625
SAO PAULO;Viradouro;18110;150425.203125;8306.20019531
RIO GRANDE DO SUL;Santo Antônio do Planalto;2108;45459.1953125;21565.08007812
GOIAS;Bela Vista de Goiás;21679;330241.3125;15233.24023438
SAO PAULO;Louveira;33251;5815328.5;174891.84375
TOCANTINS;Peixe;9018;278386.28125;30870.0703125
SERGIPE;SANTA LUZIA DO ITANHY;13502;80919.0703125;5993.12011719
RIO GRANDE DO NORTE;Carnaúba dos Dantas;7083;33648.24609375;4750.56005859
BAHIA;Tucano;49827;169157.046875;3394.88989258
SANTA CATARINA;Lages;167805;2376554.25;14162.59960938
RIO GRANDE DO SUL;Cruzeiro do Sul;12752;155682.796875;12208.5
BAHIA;Almadina;6621;26828.51171875;4052.0300293
PARAIBA;Riachão do Poço;4417;20743.28710938;4696.24023438
BAHIA;Macururé;7834;24953.62890625;3185.30004883
CEARA;Tarrafas;8900;26677.58007812;2997.47998047
RIO GRANDE DO SUL;Imigrante;3125;72431.109375;23177.9609375
BAHIA;Miguel Calmon;27724;107699.890625;3884.7199707
MARANHAO;Centro Novo do Maranhão;15668;119718.2265625;7640.93994141
MATO GROSSO DO SUL;Terenos;15276;179690.8125;11762.95019531
MINAS GERAIS;Inconfidentes;7692;46791.9375;6083.20019531
MARANHAO;Mata Roma;14491;57988.171875;4001.66992188
PARAIBA;Frei Martinho;3025;12417.97558594;4105.12011719
MATO GROSSO DO SUL;Maracaju;32492;776504.3125;23898.3203125
SAO PAULO;Araçariguama;13208;1460157.5;110550.9921875
PARAIBA;Aguiar;5799;22089.37304688;3809.16992188
SANTA CATARINA;Guaraciaba;10857;138945.046875;12797.74023438
PERNAMBUCO;Calçado;11619;54108.05078125;4656.85986328
PIAUI;Santa Rosa do Piauí;5304;16148.84179688;3044.64990234
AMAZONAS;Eirunepé;30901;123005.4375;3980.62988281
RIO GRANDE DO SUL;Roca Sales;10468;218504.484375;20873.5703125
RIO GRANDE DO SUL;Santana do Livramento;84079;877885.9375;10441.20019531
CEARA;Russas;67960;441188.8125;6491.89013672
MINAS GERAIS;Porto Firme;10989;45180.23828125;4111.41015625
SANTA CATARINA;São Miguel do Oeste;35249;594450.25;16864.3203125
RIO GRANDE DO SUL;São Valentim do Sul;2336;34529.40234375;14781.41992188
MARANHAO;Lagoa do Mato;10639;36639.984375;3443.92993164
MINAS GERAIS;Cônego Marinho;6440;25874.4921875;4017.7800293
ESPIRITO SANTO;Iconha;11901;151559.609375;12735.03027344
ESPIRITO SANTO;Santa Maria de Jetibá;33921;531211.4375;15660.25
RIO DE JANEIRO;Cabo Frio;186004;4596004.5;24709.16992188
BAHIA;Serra do Ramalho;31809;130961.890625;4117.12988281
PARAIBA;Areia de Baraúnas;2159;8848.55664062;4098.45019531
MINAS GERAIS;Jequitibá;5756;50035.23828125;8692.70996094
TOCANTINS;Goiatins;12068;83094.609375;6885.52978516
MINAS GERAIS;Lagoa Dourada;12265;93541.875;7626.72998047
GOIAS;Valparaíso de Goiás;123444;690698.125;5595.22998047
BAHIA;Ribeirão do Largo;14528;63719.88671875;4386.00976562
PARAIBA;Areia;25648;104586.7578125;4077.77001953
MINAS GERAIS;Piumhi;32580;486778.3125;14941.01953125
MINAS GERAIS;Monte Santo de Minas;20536;229405.0;11170.87011719
SAO PAULO;São Manuel;39696;784365.25;19759.30078125
TOCANTINS;Goianorte;5426;40720.05078125;7504.62011719
TOCANTINS;Jaú do Tocantins;3983;31869.46289062;8001.37011719
PARAIBA;São Mamede;7998;34872.84375;4360.20019531
MINAS GERAIS;Araçuaí;37388;170642.765625;4564.10986328
SERGIPE;Salgado;19101;90880.03125;4757.87011719
MINAS GERAIS;Camanducaia;20160;217757.765625;10801.48046875
PERNAMBUCO;Saloá;15547;62361.6015625;4011.16992188
RIO GRANDE DO SUL;Tuparendi;8866;131709.171875;14855.53027344
BAHIA;Belo Campo;15185;54279.22265625;3574.5300293
BAHIA;Canavieiras;37041;142412.078125;3844.70996094
BAHIA;São Francisco do Conde;31699;11437501.0;360815.84375
MINAS GERAIS;Inimutaba;6713;42911.7265625;6392.33007812
GOIAS;Itaguaru;5591;57557.48828125;10294.66992188
MINAS GERAIS;São José do Mantimento;2579;16619.5234375;6444.16992188
BAHIA;Itiúba;36996;129550.7890625;3501.75
SANTA CATARINA;Frei Rogério;2673;47779.5546875;17874.88085938
MINAS GERAIS;Conceição da Aparecida;10771;112542.40625;10448.65039062
PARA;Parauapebas;152777;5617969.5;36772.3515625
RIO GRANDE DO NORTE;Caicó;63006;484225.84375;7685.39013672
PARANA;Iguaraçu;3907;41197.90234375;10544.63964844
MINAS GERAIS;Prata;26857;428143.34375;15941.58984375
ALAGOAS;Lagoa da Canoa;18196;60461.83984375;3322.81005859
SERGIPE;Canindé de São Francisco;23005;907687.375;39456.08984375
SANTA CATARINA;Lajeado Grande;1485;28347.5234375;19089.24023438
MATO GROSSO;Bom Jesus do Araguaia;4792;101233.46875;21125.51953125
RIO DE JANEIRO;Itaocara;22452;367589.1875;16372.21972656
SANTA CATARINA;Saltinho;4178;55311.43359375;13238.73046875
CEARA;Bela Cruz;30900;101760.7265625;3293.22998047
PARAIBA;Mari;21137;88334.703125;4179.14990234
MINAS GERAIS;Naque;6154;29156.40820312;4737.79980469
MATO GROSSO;Rondonópolis;181902;4862344.0;26730.5703125
RIO GRANDE DO SUL;Carlos Barbosa;25866;721714.0625;27902.0390625
RIO GRANDE DO SUL;Capão do Cipó;3485;105410.21875;30246.83007812
GOIAS;Brazabrantes;3345;37125.34765625;11098.75976562
RIO GRANDE DO SUL;Uruguaiana;127045;2288915.5;18016.5703125
ALAGOAS;Cajueiro;20825;77771.0703125;3734.51000977
MINAS GERAIS;Padre Paraíso;18891;71393.78125;3779.25
RIO DE JANEIRO;Sapucaia;17356;330610.90625;19048.80078125
PARAIBA;Jericó;8100;31312.67382812;3865.76000977
MINAS GERAIS;Veredinha;6045;23984.67578125;3967.68994141
SAO PAULO;São Vicente;330795;2898355.75;8761.79003906
SANTA CATARINA;Salete;7737;101054.3828125;13061.1796875
MATO GROSSO DO SUL;Cassilândia;21677;273076.90625;12597.54003906
SAO PAULO;Angatuba;23225;370607.09375;15957.25
BAHIA;Cafarnaum;18314;61634.8046875;3365.44995117
PARANA;Prado Ferreira;3510;37012.03515625;10544.74023438
PARANA;Pranchita;5885;89779.75;15255.69042969
PARAIBA;Pedra Branca;3861;15541.8515625;4025.34008789
SAO PAULO;Rafard;8364;116352.234375;13911.08007812
PARA;Aurora do Pará;22315;86019.953125;3854.80004883
PARANA;Manfrinópolis;3283;25319.390625;7712.27001953
RIO GRANDE DO NORTE;Ielmo Marinho;12189;65500.8671875;5373.77001953
RONDONIA;Chupinguaia;7843;184094.6875;23472.48046875
SANTA CATARINA;Bela Vista do Toldo;6145;93048.15625;15142.08984375
GOIAS;São João da Paraúna;1672;22426.16015625;13412.78027344
SAO PAULO;Boa Esperança do Sul;13953;147362.53125;10561.34960938
ESPIRITO SANTO;Alegre;31143;228743.390625;7344.93994141
SAO PAULO;Cajuru;24313;257855.21875;10605.65039062
SAO PAULO;Itapira;72657;1529548.5;21051.63085938
RIO GRANDE DO SUL;Almirante Tamandaré do Sul;2208;58480.27734375;26485.63085938
RORAIMA;Caracaraí;19235;170841.40625;8881.79980469
SAO PAULO;Iperó;27526;353688.0;12849.23046875
MINAS GERAIS;Senador Firmino;7361;38337.6640625;5208.20996094
RIO GRANDE DO SUL;Campinas do Sul;5745;86499.9921875;15056.5703125
PERNAMBUCO;Catende;35251;147808.4375;4193.02978516
ESPIRITO SANTO;Vila Pavão;9126;113717.1875;12460.79003906
